time,FMIDPRICE,f2,f3,f4,f5,f6,f7,f8,f9,f10
2017-09-01 08:55:51.492563,10564.5,44.0,-0.958333333333,0.964769002816,1.49970107579,0.0,-6.0,12.0,-0.419285827125,0.580496572152
2017-09-01 08:56:04.117601,10563.5,50.0,-0.961538461538,-1.86899551883,-0.999900888998,0.0,-17.0,-28.0,0.230883123408,-0.396515792185
2017-09-01 08:56:08.117467,10564.5,-119.0,-0.960784313725,-1.70557759601,1.4982787636,0.0,13.0,26.0,0.0,1.07836896613
2017-09-01 08:56:10.617578,10563.5,6.0,0.985074626866,0.170845640982,0.530221519077,0.0,-6.0,-2.0,0.0,0.0
2017-09-01 08:56:14.992553,10564.5,-51.0,0.985185185185,0.898037587339,0.414326989461,0.0,8.0,11.0,0.0,0.849345631052
2017-09-01 08:56:17.367639,10565.5,37.0,-0.860465116279,0.83439358352,1.35450259518,0.0,37.0,4.0,0.419285827125,0.230883123408
2017-09-01 08:56:25.492532,10564.5,95.0,0.981132075472,-0.69382953207,0.499999948728,0.0,-3.0,-31.0,0.0,-1.00941670986
2017-09-01 08:56:25.867617,10565.5,57.0,-0.972222222222,-0.64996621427,-1.48248158366,-1.0,1.0,7.0,0.0,0.393084787219
2017-09-01 08:56:26.367512,10564.5,-50.0,-0.986301369863,-0.485752298646,-1.15863660546,-1.0,0.0,0.0,0.0,0.0
2017-09-01 08:56:27.367743,10563.5,-65.0,-0.918367346939,-1.93471845248,-1.04700725001,0.0,-8.0,-42.0,-0.135317296948,-1.64963518352
2017-09-01 08:56:29.617551,10564.5,-99.0,0.983050847458,-1.45742660556,0.79988114479,0.0,8.0,6.0,0.0,-0.233075632496
2017-09-01 08:56:45.742627,10565.5,91.0,0.984848484848,1.22343454726,-1.76448243732,-1.0,7.0,2.0,0.058268908124,-0.0338382928585
2017-09-01 08:56:46.367644,10564.5,-49.0,-0.981308411215,0.185780688749,-1.37895902935,0.0,-1.0,-2.0,0.0,0.0
2017-09-01 08:56:48.867554,10565.5,39.0,0.981651376147,0.414028635392,1.53211085462,1.0,1.0,0.0,0.0,0.174806724372
2017-09-01 08:56:51.367637,10564.5,-40.0,-0.975609756098,-0.666606044681,-0.65891417889,0.0,-3.0,0.0,0.0,0.0
2017-09-01 08:57:06.742641,10563.5,-92.0,0.978947368421,-1.30252039465,-1.436055172,0.0,-16.0,-4.0,0.0,0.537994268332
2017-09-01 08:57:07.242617,10564.5,-38.0,0.862068965517,0.651567901677,0.945381195575,0.0,6.0,0.0,0.0,0.0
2017-09-01 08:57:17.742659,10563.5,30.0,0.940298507463,-0.921943130562,0.890633454114,0.0,-14.0,-22.0,-0.453314741228,-1.10607140264
2017-09-01 08:57:19.617582,10564.5,13.0,-0.959183673469,-0.555295888613,0.69606378514,0.0,0.0,1.0,0.0,0.0
2017-09-01 08:57:20.617666,10563.5,13.0,-0.958333333333,0.506927739143,0.92988953124,0.0,-7.0,1.0,0.0,0.0
2017-09-01 08:57:22.867682,10564.5,-1.0,0.985401459854,-0.684588570152,0.726788762433,0.0,3.0,-8.0,0.0,-0.566643426535
2017-09-01 08:57:28.242672,10563.5,29.0,0.970588235294,-0.728721004348,0.783519377614,0.0,-9.0,-16.0,0.0,-0.307844164545
2017-09-01 08:57:29.867689,10564.5,11.0,0.985401459854,0.571051568298,-0.968099575908,0.0,0.0,-12.0,0.0,-0.69333516289
2017-09-01 08:57:38.117674,10563.5,18.0,0.984962406015,-0.77539776441,-0.756648683084,0.0,-6.0,-2.0,0.0,0.0550474160046
2017-09-01 08:57:39.867671,10564.5,8.0,0.985074626866,-0.30232995349,-0.570288797468,0.0,3.0,0.0,0.0,0.0
